matchday,HomeTeam,AwayTeam,HomeGoals,AwayGoals,Goal_difference,Points_Home,HomePosition,HomeAvgPoints,AwayPosition,AwayAvgPoints,result,Season
32.0,Bayern Munich,Darmstadt,1,0,1,3,1,2.3548387096774195,1,2.3548387096774195,1,1617
32.0,Dortmund,Hoffenheim,2,1,1,3,4,1.8387096774193548,4,1.8387096774193548,1,1617
32.0,Freiburg,Schalke 04,2,0,2,3,7,1.4193548387096775,7,1.4193548387096775,1,1617
32.0,Hamburg,Mainz,0,0,0,1,16,1.064516129032258,16,1.064516129032258,X,1617
33.0,Augsburg,Dortmund,1,1,0,1,13,1.125,13,1.125,X,1617
33.0,Darmstadt,Hertha,0,2,-2,0,18,0.75,18,0.75,2,1617
33.0,Freiburg,Ingolstadt,1,1,0,1,5,1.46875,5,1.46875,X,1617
33.0,Leverkusen,FC Koln,2,2,0,1,12,1.15625,12,1.15625,X,1617
33.0,Mainz,Ein Frankfurt,4,2,2,3,15,1.0625,15,1.0625,1,1617
33.0,RB Leipzig,Bayern Munich,4,5,-1,0,2,2.0625,2,2.0625,2,1617
33.0,Schalke 04,Hamburg,1,1,0,1,10,1.28125,10,1.28125,X,1617
33.0,Werder Bremen,Hoffenheim,3,5,-2,0,8,1.40625,8,1.40625,2,1617
33.0,Wolfsburg,M'gladbach,1,1,0,1,14,1.125,14,1.125,X,1617
34.0,Hertha,Leverkusen,2,6,-4,0,5,1.4848484848484849,5,1.4848484848484849,2,1617
34.0,Hoffenheim,Augsburg,0,0,0,1,4,1.8484848484848484,4,1.8484848484848484,X,1617
34.0,Hamburg,Wolfsburg,2,1,1,3,16,1.0606060606060606,16,1.0606060606060606,1,1617
34.0,Ingolstadt,Schalke 04,1,1,0,1,17,0.9393939393939394,17,0.9393939393939394,X,1617
34.0,Ein Frankfurt,RB Leipzig,2,2,0,1,11,1.2424242424242424,11,1.2424242424242424,X,1617
34.0,Dortmund,Werder Bremen,4,3,1,3,3,1.8484848484848484,3,1.8484848484848484,1,1617
34.0,Bayern Munich,Freiburg,4,1,3,3,1,2.393939393939394,1,2.393939393939394,1,1617
34.0,FC Koln,Mainz,2,0,2,3,7,1.393939393939394,7,1.393939393939394,1,1617
34.0,M'gladbach,Darmstadt,2,2,0,1,9,1.3333333333333333,9,1.3333333333333333,X,1617
